patch_id,label,center_lon,center_lat,county_geoid,positive_pixels,area_m2,mean_confidence,max_confidence,bbox_width_m,bbox_height_m,voltage,substation_type,substation_name,operator,osm_id,geom_source,source,split
patch_0334990_1120119,positive,-112.01260281704599,33.499372322606305,4013,7614,2741.040000000208,0.8254061937332153,0.99462890625,44.40000000000168,74.40000000000282,,detected,,,-1,model,local_inference,prediction
patch_0334879_1120118,positive,-112.01224838753623,33.48751058393319,4013,8474,3050.640000000231,0.968025803565979,1.0,67.80000000000257,47.400000000001796,,detected,,,-1,model,local_inference,prediction
patch_0334765_1120447,positive,-112.04622209381658,33.47704946363807,4013,3515,1265.400000000096,0.7607009410858154,0.9873046875,24.600000000000932,70.20000000000266,,detected,,,-1,model,local_inference,prediction
patch_0334741_1120083,positive,-112.00716374573291,33.472830087301354,4013,3015,1085.4000000000824,0.7837675213813782,0.9765625,51.00000000000193,27.600000000001046,,detected,,,-1,model,local_inference,prediction
patch_0334712_1120248,positive,-112.02393202552115,33.47110172078011,4013,716,257.76000000001955,0.5916325449943542,0.7470703125,18.600000000000705,24.00000000000091,,detected,,,-1,model,local_inference,prediction
patch_0334653_1120611,positive,-112.06125443576582,33.46534926781109,4013,1411,507.9600000000385,0.5424296259880066,0.58837890625,36.60000000000139,30.000000000001137,,detected,,,-1,model,local_inference,prediction
patch_0334603_1120015,positive,-112.00219868249891,33.460532129090645,4013,25486,9174.960000000696,0.9824773669242859,1.0,89.40000000000339,108.00000000000409,,detected,,,-1,model,local_inference,prediction
patch_0334517_1120312,positive,-112.03218159699972,33.45264238934385,4013,10753,3871.0800000002937,0.9082919359207153,0.9970703125,74.40000000000282,59.40000000000225,,detected,,,-1,model,local_inference,prediction
patch_0334489_1120312,positive,-112.03059305140316,33.44878368473136,4013,2828,1018.0800000000771,0.5737468600273132,0.60107421875,34.80000000000132,38.400000000001455,,detected,,,-1,model,local_inference,prediction
patch_0334492_1120047,positive,-112.0038654400299,33.448578162787065,4013,1324,476.64000000003614,0.5657265782356262,0.7275390625,21.60000000000082,49.80000000000189,,detected,,,-1,model,local_inference,prediction
patch_0334435_1120212,positive,-112.02020372846312,33.443596100894716,4013,8289,2984.0400000002264,0.6118341088294983,0.7626953125,118.8000000000045,59.40000000000225,,detected,,,-1,model,local_inference,prediction
patch_0334436_1120080,positive,-112.00807117246845,33.444677518535535,4013,9869,3552.8400000002694,0.85256427526474,0.99365234375,60.6000000000023,63.60000000000241,,detected,,,-1,model,local_inference,prediction
patch_0334392_1121495,positive,-112.15000122639356,33.44005756411121,4013,4940,1778.4000000001347,0.7159469127655029,0.9833984375,82.20000000000312,48.60000000000184,,detected,,,-1,model,local_inference,prediction
